## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0009.H3N53BBXY.s_8/SLX-17617.UDP0009.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0009.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 23 19:16:00 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	7682738	7682738	7200494	1	0.93723	6380528	0.886124	993227710	923268927	512931172	316054688	164241850	320678408	0.834638	0.165362	0.618745	13.823632	8.642369	7	407	0.462377	0.289073	81.67471	0.012231	0.070436	0.001599	0.006541	0.26003	0.663546	2.88079	0.968991	0.926562	0.349521	0.063668	0.012864	0.003536	0.001306	0.000168	18891678	11.17895	24.567906	-1	-1	-1	-1	4.035742	2.355386	0.785621	7			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1150615	0
1	1574317	0
2	2234415	0
3	2730753	101
4	3005199	165
5	3052497	251
6	2944883	33226
7	2737021	129022
8	2486209	226222
9	2220379	535055
10	1937533	540676
11	1680249	741444
12	1449893	1009917
13	1239693	989345
14	1056955	592512
15	893592	298376
16	747798	232346
17	630118	235689
18	527886	242759
19	442942	336290
20	369745	564258
21	309018	592713
22	259756	1137297
23	216968	1139517
24	181878	1118918
25	152995	1420030
26	126763	1516625
27	104949	2344838
28	87804	3458844
29	75235	7205852
30	62995	20069055
31	52590	180136416
32	44870	97329602
33	38989	1222478
34	34157	245203
35	29401	228707
36	25580	251914
37	21958	108971
38	18932	111822
39	16658	163671
40	14692	126360
41	12354	83242
42	10362	0
43	9113	0
44	8309	0
45	7207	0
46	6332	0
47	5454	0
48	4747	0
49	4157	0
50	3661	0
51	3354	0
52	2908	0
53	2614	0
54	2340	0
55	2034	0
56	2011	0
57	1951	0
58	1589	0
59	1461	0
60	1385	0
61	1377	0
62	1111	0
63	966	0
64	882	0
65	748	0
66	744	0
67	687	0
68	629	0
69	635	0
70	562	0
71	571	0
72	527	0
73	543	0
74	530	0
75	480	0
76	548	0
77	467	0
78	427	0
79	360	0
80	352	0
81	335	0
82	291	0
83	253	0
84	268	0
85	241	0
86	230	0
87	240	0
88	242	0
89	176	0
90	176	0
91	166	0
92	163	0
93	166	0
94	155	0
95	140	0
96	143	0
97	118	0
98	139	0
99	144	0
100	154	0
101	146	0
102	120	0
103	108	0
104	101	0
105	78	0
106	93	0
107	107	0
108	102	0
109	81	0
110	82	0
111	85	0
112	92	0
113	96	0
114	91	0
115	89	0
116	89	0
117	83	0
118	88	0
119	88	0
120	92	0
121	102	0
122	83	0
123	75	0
124	89	0
125	88	0
126	71	0
127	77	0
128	61	0
129	68	0
130	70	0
131	65	0
132	61	0
133	56	0
134	63	0
135	47	0
136	48	0
137	40	0
138	46	0
139	43	0
140	38	0
141	45	0
142	60	0
143	42	0
144	61	0
145	49	0
146	33	0
147	28	0
148	33	0
149	37	0
150	39	0
151	45	0
152	38	0
153	35	0
154	36	0
155	30	0
156	29	0
157	18	0
158	23	0
159	24	0
160	26	0
161	35	0
162	22	0
163	17	0
164	24	0
165	16	0
166	24	0
167	20	0
168	29	0
169	18	0
170	28	0
171	31	0
172	18	0
173	19	0
174	19	0
175	24	0
176	11	0
177	18	0
178	8	0
179	13	0
180	11	0
181	11	0
182	10	0
183	23	0
184	18	0
185	13	0
186	19	0
187	17	0
188	17	0
189	19	0
190	13	0
191	22	0
192	14	0
193	17	0
194	24	0
195	10	0
196	12	0
197	22	0
198	16	0
199	13	0
200	1426	0

