## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0043.HJJV3DMXX.s_1/SLX-17617.UDP0043.HJJV3DMXX.s_1.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0043.HJJV3DMXX.s_1.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 04:39:29 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	43567302	43567302	39616600	1	0.90932	35102581	0.886057	3886978689	3493644877	1945336188	1286355192	655287309	1532611700	0.831415	0.168585	0.601956	52.427331	41.304295	34	1425	0.448759	0.35355	79.151626	0.003249	0.101193	0.00215	0.004768	0.075463	0.815277	2.17391	0.991639	0.988635	0.939345	0.780615	0.581846	0.41236	0.285452	0.046727	71508255	5.240378	5.578853	5.975449	6.460938	7.080449	-1	6.893333	1.39115	0.979054	17			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	310253	0
1	111433	0
2	118794	0
3	139071	2
4	162565	13429
5	196714	23044
6	235290	10839
7	276962	170
8	325769	8441
9	373789	848206
10	418065	2782396
11	462349	4565293
12	507240	1899660
13	546340	1393338
14	585072	3611844
15	621479	1639655
16	653483	808279
17	676236	532609
18	699805	218340
19	719649	70307
20	732463	42938
21	743077	5677
22	745188	23295
23	750747	134443
24	750531	255653
25	745252	6171130
26	740390	10138802
27	733962	11884162
28	723574	11961781
29	710204	16081027
30	695560	61479944
31	685096	1384050911
32	670418	21393119
33	653556	376309
34	637819	142528
35	622889	147282
36	604932	143649
37	589331	101146
38	573605	0
39	555651	0
40	543502	0
41	526156	0
42	507628	0
43	493726	0
44	480042	0
45	462020	0
46	446318	0
47	432134	0
48	415582	0
49	401868	0
50	387640	0
51	374021	0
52	360109	0
53	348595	0
54	337100	0
55	322460	0
56	311889	0
57	298313	0
58	289967	0
59	277948	0
60	268234	0
61	257843	0
62	249150	0
63	240062	0
64	230723	0
65	222331	0
66	213596	0
67	206318	0
68	197570	0
69	190584	0
70	183929	0
71	176807	0
72	169467	0
73	163133	0
74	156474	0
75	149915	0
76	144342	0
77	137647	0
78	132449	0
79	127285	0
80	121837	0
81	117604	0
82	113268	0
83	108756	0
84	104715	0
85	100173	0
86	96296	0
87	92941	0
88	90626	0
89	86379	0
90	82779	0
91	79880	0
92	76449	0
93	72837	0
94	71269	0
95	67762	0
96	65623	0
97	63053	0
98	61443	0
99	58402	0
100	56212	0
101	54300	0
102	52604	0
103	50837	0
104	49387	0
105	46825	0
106	45496	0
107	43362	0
108	42564	0
109	40745	0
110	39364	0
111	37988	0
112	36362	0
113	35385	0
114	33629	0
115	32849	0
116	31491	0
117	30361	0
118	29384	0
119	28237	0
120	27518	0
121	26747	0
122	25662	0
123	24577	0
124	24133	0
125	23251	0
126	22209	0
127	21351	0
128	20986	0
129	19849	0
130	19334	0
131	18325	0
132	18095	0
133	17351	0
134	16576	0
135	16128	0
136	15636	0
137	15133	0
138	14752	0
139	14214	0
140	13533	0
141	13388	0
142	12842	0
143	12366	0
144	12084	0
145	11626	0
146	11454	0
147	11506	0
148	10750	0
149	10389	0
150	10038	0
151	9576	0
152	9434	0
153	9000	0
154	8680	0
155	8445	0
156	8322	0
157	7890	0
158	7916	0
159	7466	0
160	7473	0
161	7113	0
162	6937	0
163	6739	0
164	6405	0
165	6322	0
166	6221	0
167	5937	0
168	6043	0
169	5710	0
170	5493	0
171	5418	0
172	5268	0
173	4983	0
174	4910	0
175	4988	0
176	4903	0
177	4773	0
178	4493	0
179	4508	0
180	4441	0
181	4460	0
182	4109	0
183	4082	0
184	3904	0
185	3797	0
186	3757	0
187	3620	0
188	3428	0
189	3423	0
190	3263	0
191	3348	0
192	3020	0
193	3046	0
194	2946	0
195	2781	0
196	2873	0
197	2711	0
198	2623	0
199	2482	0
200	125146	0

