## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0005.H3N53BBXY.s_8/SLX-17617.UDP0005.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0005.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 24 23:30:14 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	7129104	7129104	6712950	1	0.941626	5955306	0.887137	927700531	867049565	472542258	305074654	150083619	304593542	0.83822	0.16178	0.60768	12.73514	8.208877	7	401	0.456111	0.294002	80.558279	0.013834	0.065378	0.001679	0.006975	0.242891	0.685602	2.736292	0.967257	0.921664	0.320798	0.052477	0.011238	0.003642	0.00148	0.000151	19025497	10.247936	18.444961	-1	-1	-1	-1	2.662116	2.949153	0.773076	6			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1214943	0
1	1691755	0
2	2396930	0
3	2898705	4766
4	3180335	8503
5	3202531	5117
6	3070882	12903
7	2813511	114459
8	2515588	114206
9	2216869	541527
10	1916187	623754
11	1641443	734509
12	1385745	1041913
13	1165206	902662
14	967166	592333
15	809415	319107
16	672371	283602
17	555687	249911
18	463345	255366
19	379596	337432
20	314808	602254
21	256423	790515
22	211536	932417
23	175967	953608
24	144321	951979
25	119241	1194032
26	98456	1764246
27	82124	2359859
28	69313	3929919
29	57987	6521328
30	49869	21172816
31	42582	143416855
32	37267	115901865
33	31615	2492181
34	27272	363945
35	23772	279803
36	20826	249669
37	18616	125760
38	16101	121951
39	13948	171323
40	12870	144739
41	11399	74507
42	10104	0
43	8752	0
44	7986	0
45	7203	0
46	6496	0
47	5763	0
48	4975	0
49	4666	0
50	4342	0
51	3917	0
52	3682	0
53	3250	0
54	2816	0
55	2527	0
56	2266	0
57	1925	0
58	1766	0
59	1680	0
60	1658	0
61	1407	0
62	1336	0
63	1272	0
64	1188	0
65	1072	0
66	1018	0
67	865	0
68	838	0
69	775	0
70	725	0
71	631	0
72	598	0
73	552	0
74	505	0
75	497	0
76	445	0
77	406	0
78	398	0
79	370	0
80	294	0
81	311	0
82	303	0
83	301	0
84	268	0
85	276	0
86	247	0
87	269	0
88	266	0
89	208	0
90	205	0
91	197	0
92	201	0
93	193	0
94	196	0
95	190	0
96	176	0
97	179	0
98	166	0
99	133	0
100	137	0
101	114	0
102	115	0
103	121	0
104	125	0
105	149	0
106	116	0
107	111	0
108	106	0
109	115	0
110	98	0
111	94	0
112	91	0
113	83	0
114	70	0
115	65	0
116	48	0
117	56	0
118	50	0
119	65	0
120	65	0
121	45	0
122	62	0
123	54	0
124	51	0
125	46	0
126	52	0
127	50	0
128	51	0
129	53	0
130	32	0
131	46	0
132	54	0
133	44	0
134	41	0
135	44	0
136	52	0
137	30	0
138	39	0
139	26	0
140	39	0
141	40	0
142	40	0
143	33	0
144	38	0
145	38	0
146	37	0
147	40	0
148	44	0
149	42	0
150	33	0
151	35	0
152	38	0
153	33	0
154	36	0
155	30	0
156	30	0
157	29	0
158	36	0
159	24	0
160	18	0
161	18	0
162	31	0
163	22	0
164	20	0
165	21	0
166	27	0
167	23	0
168	32	0
169	24	0
170	24	0
171	17	0
172	26	0
173	21	0
174	19	0
175	13	0
176	22	0
177	24	0
178	18	0
179	16	0
180	11	0
181	10	0
182	22	0
183	13	0
184	10	0
185	13	0
186	14	0
187	16	0
188	21	0
189	20	0
190	16	0
191	23	0
192	22	0
193	16	0
194	16	0
195	14	0
196	10	0
197	15	0
198	14	0
199	12	0
200	1284	0

