## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0011.H3N53BBXY.s_8/SLX-17617.UDP0011.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0011.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 23 18:46:04 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	4994964	4994964	4725664	1	0.946086	4207778	0.89041	651518785	612234994	326292839	220802860	104423086	220554605	0.839724	0.160276	0.596409	8.793679	5.944006	5	317	0.450027	0.304192	79.205973	0.028394	0.060296	0.001647	0.006368	0.217439	0.716076	2.972003	0.946319	0.864913	0.17872	0.017542	0.002905	0.000896	0.00043	0.000086	14637767	12.633373	-1	-1	-1	-1	-1	4.128975	2.268961	0.661223	5			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1991871	0
1	3020593	0
2	3911256	0
3	4218681	52
4	4056248	167
5	3653802	436
6	3122082	7927
7	2615123	100985
8	2145492	103640
9	1738773	385154
10	1397879	402662
11	1107426	389096
12	876019	498832
13	690202	760244
14	542695	386554
15	421794	200922
16	327621	149535
17	257378	136587
18	202144	174844
19	157416	198807
20	122998	335320
21	97171	437344
22	76616	645427
23	60912	771105
24	48939	820355
25	38954	891754
26	31610	1099346
27	25814	1531429
28	21694	2256997
29	18391	6452096
30	14728	13287767
31	11988	119935659
32	9982	69079239
33	8295	1519005
34	7335	324205
35	6199	253192
36	4933	263349
37	4099	118092
38	3615	118883
39	3356	178507
40	2858	140886
41	2383	79300
42	2167	0
43	2053	0
44	1726	0
45	1418	0
46	1346	0
47	1175	0
48	1146	0
49	1036	0
50	919	0
51	817	0
52	807	0
53	710	0
54	515	0
55	512	0
56	445	0
57	457	0
58	441	0
59	396	0
60	426	0
61	423	0
62	394	0
63	374	0
64	315	0
65	345	0
66	286	0
67	278	0
68	276	0
69	230	0
70	203	0
71	200	0
72	199	0
73	200	0
74	163	0
75	139	0
76	140	0
77	143	0
78	121	0
79	107	0
80	102	0
81	106	0
82	107	0
83	87	0
84	112	0
85	105	0
86	93	0
87	94	0
88	109	0
89	83	0
90	95	0
91	92	0
92	90	0
93	53	0
94	69	0
95	71	0
96	69	0
97	77	0
98	69	0
99	82	0
100	71	0
101	59	0
102	71	0
103	75	0
104	90	0
105	62	0
106	79	0
107	73	0
108	72	0
109	84	0
110	74	0
111	67	0
112	52	0
113	61	0
114	52	0
115	65	0
116	58	0
117	49	0
118	48	0
119	46	0
120	48	0
121	28	0
122	19	0
123	18	0
124	20	0
125	32	0
126	35	0
127	35	0
128	36	0
129	40	0
130	36	0
131	32	0
132	32	0
133	35	0
134	32	0
135	30	0
136	26	0
137	19	0
138	20	0
139	9	0
140	16	0
141	14	0
142	13	0
143	18	0
144	14	0
145	12	0
146	10	0
147	12	0
148	12	0
149	12	0
150	16	0
151	18	0
152	22	0
153	27	0
154	16	0
155	21	0
156	25	0
157	18	0
158	32	0
159	24	0
160	26	0
161	31	0
162	33	0
163	33	0
164	31	0
165	26	0
166	26	0
167	26	0
168	29	0
169	21	0
170	28	0
171	16	0
172	20	0
173	19	0
174	12	0
175	16	0
176	15	0
177	9	0
178	14	0
179	14	0
180	8	0
181	15	0
182	15	0
183	19	0
184	17	0
185	14	0
186	7	0
187	13	0
188	7	0
189	6	0
190	7	0
191	15	0
192	7	0
193	11	0
194	11	0
195	4	0
196	7	0
197	12	0
198	11	0
199	11	0
200	301	0

