## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0008.HJJV3DMXX.s_2/SLX-17617.UDP0008.HJJV3DMXX.s_2.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0008.HJJV3DMXX.s_2.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 05:10:20 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	55752046	55752046	50289688	1	0.902024	44392269	0.882731	4968820220	4424454126	2451646291	1610746295	906427634	1912932258	0.817577	0.182423	0.603498	66.072524	51.554036	44	1478	0.441288	0.344322	78.03364	0.003121	0.109556	0.002224	0.003478	0.074883	0.807554	2.062161	0.992375	0.990199	0.963967	0.872171	0.721278	0.562941	0.425758	0.084565	80811239	5.000242	5.250022	5.552387	5.894191	6.320131	11.873133	3.334895	1.881554	0.98464	18			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	282926	0
1	80750	0
2	78319	0
3	83655	3
4	94049	200
5	107155	11002
6	121695	21334
7	141392	37038
8	162294	1348544
9	184776	2393740
10	208742	241679
11	239299	1221147
12	267367	4942882
13	297898	3621778
14	327315	1681103
15	357351	766610
16	386162	310836
17	416007	292279
18	440912	190844
19	465087	78047
20	490015	13484
21	510680	94902
22	530313	71391
23	547945	356617
24	563644	6936590
25	578462	6967940
26	587417	4825707
27	592464	9401305
28	595946	12093265
29	602054	13029914
30	603572	64967147
31	598718	1654612840
32	596815	126061902
33	595283	388914
34	594350	139485
35	589689	130459
36	584466	131397
37	580369	111521
38	571285	447
39	560622	0
40	553876	0
41	544229	0
42	533170	0
43	524496	0
44	513693	0
45	504442	0
46	495509	0
47	484776	0
48	472661	0
49	463358	0
50	453493	0
51	444181	0
52	433049	0
53	424584	0
54	413657	0
55	403888	0
56	395375	0
57	386221	0
58	375686	0
59	367014	0
60	359463	0
61	349797	0
62	340643	0
63	333438	0
64	324198	0
65	315094	0
66	307470	0
67	297234	0
68	287733	0
69	281218	0
70	273876	0
71	263796	0
72	254644	0
73	246978	0
74	239908	0
75	232988	0
76	226898	0
77	218606	0
78	210848	0
79	204752	0
80	198613	0
81	191927	0
82	186197	0
83	180482	0
84	176519	0
85	170275	0
86	164690	0
87	160000	0
88	155587	0
89	149451	0
90	145523	0
91	140200	0
92	136330	0
93	131987	0
94	128007	0
95	122988	0
96	119203	0
97	115543	0
98	111911	0
99	107930	0
100	104613	0
101	100811	0
102	97726	0
103	94274	0
104	91762	0
105	87993	0
106	85034	0
107	82273	0
108	79170	0
109	76664	0
110	73589	0
111	71560	0
112	68600	0
113	66062	0
114	64036	0
115	62007	0
116	59920	0
117	57624	0
118	55507	0
119	53107	0
120	51336	0
121	49077	0
122	48132	0
123	46778	0
124	44402	0
125	43181	0
126	41525	0
127	39977	0
128	38475	0
129	37006	0
130	35634	0
131	34304	0
132	33047	0
133	32194	0
134	31047	0
135	29884	0
136	29051	0
137	28194	0
138	27211	0
139	25670	0
140	24590	0
141	24079	0
142	22932	0
143	22630	0
144	21379	0
145	20591	0
146	20353	0
147	19500	0
148	18878	0
149	17950	0
150	17603	0
151	16956	0
152	16542	0
153	15731	0
154	14902	0
155	14792	0
156	14176	0
157	13626	0
158	13102	0
159	12601	0
160	12348	0
161	12063	0
162	11427	0
163	11232	0
164	10847	0
165	10641	0
166	10220	0
167	9912	0
168	9832	0
169	9640	0
170	9085	0
171	9051	0
172	8576	0
173	8400	0
174	8236	0
175	7958	0
176	7547	0
177	7413	0
178	7239	0
179	7047	0
180	6976	0
181	6613	0
182	6428	0
183	6317	0
184	6134	0
185	5908	0
186	5841	0
187	5750	0
188	5586	0
189	5506	0
190	5265	0
191	5182	0
192	5013	0
193	4989	0
194	4910	0
195	4738	0
196	4636	0
197	4547	0
198	4442	0
199	4378	0
200	198577	0

