## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0045.H3N53BBXY.s_8/SLX-17617.UDP0045.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0045.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 00:54:55 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	7209986	7209986	6786496	1	0.941263	6025041	0.887799	939183360	877405775	489809107	300045493	149328760	305979983	0.841001	0.158999	0.620126	13.200486	8.246242	7	428	0.467408	0.291986	82.480978	0.014598	0.065778	0.001546	0.006096	0.266298	0.661923	2.748747	0.964699	0.916224	0.315804	0.057993	0.015004	0.005322	0.00216	0.000162	19161088	10.376686	18.992433	-1	-1	-1	-1	4.09491	2.197191	0.764523	6			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1309866	0
1	1798664	0
2	2494067	0
3	2983998	89
4	3199315	72
5	3198820	499
6	3026742	5328
7	2752655	144344
8	2463440	131747
9	2159792	497083
10	1858745	516349
11	1579803	652633
12	1334543	997544
13	1106811	848948
14	925876	463583
15	772472	252607
16	640675	200591
17	534068	221326
18	444989	211457
19	368176	245297
20	306611	468532
21	258413	596852
22	213969	944446
23	178765	1058194
24	152731	1082088
25	129441	1137229
26	110606	1535670
27	93706	1998831
28	80536	2916276
29	70375	5739310
30	60323	19722132
31	52250	164631323
32	46246	101487816
33	40410	1225960
34	35486	258481
35	30995	248904
36	27479	255648
37	24233	110825
38	21741	110475
39	20083	159769
40	17771	117963
41	16221	81392
42	14258	0
43	13010	0
44	11941	0
45	10616	0
46	9605	0
47	8809	0
48	7907	0
49	7199	0
50	6399	0
51	5556	0
52	5377	0
53	4929	0
54	4327	0
55	3913	0
56	3589	0
57	3215	0
58	2927	0
59	2712	0
60	2443	0
61	2145	0
62	1980	0
63	1849	0
64	1535	0
65	1519	0
66	1360	0
67	1408	0
68	1295	0
69	1210	0
70	1124	0
71	1070	0
72	996	0
73	937	0
74	855	0
75	776	0
76	741	0
77	730	0
78	605	0
79	606	0
80	598	0
81	515	0
82	486	0
83	455	0
84	358	0
85	342	0
86	307	0
87	321	0
88	314	0
89	302	0
90	255	0
91	271	0
92	205	0
93	227	0
94	209	0
95	175	0
96	171	0
97	175	0
98	166	0
99	153	0
100	171	0
101	169	0
102	157	0
103	130	0
104	129	0
105	125	0
106	129	0
107	127	0
108	100	0
109	104	0
110	101	0
111	101	0
112	69	0
113	62	0
114	59	0
115	84	0
116	82	0
117	60	0
118	71	0
119	56	0
120	68	0
121	80	0
122	64	0
123	67	0
124	56	0
125	61	0
126	66	0
127	71	0
128	54	0
129	47	0
130	51	0
131	41	0
132	58	0
133	37	0
134	43	0
135	48	0
136	55	0
137	46	0
138	49	0
139	45	0
140	33	0
141	46	0
142	34	0
143	44	0
144	37	0
145	39	0
146	46	0
147	39	0
148	30	0
149	40	0
150	28	0
151	28	0
152	25	0
153	29	0
154	29	0
155	17	0
156	26	0
157	46	0
158	31	0
159	29	0
160	26	0
161	18	0
162	30	0
163	30	0
164	31	0
165	25	0
166	45	0
167	31	0
168	29	0
169	29	0
170	33	0
171	26	0
172	17	0
173	19	0
174	26	0
175	21	0
176	23	0
177	33	0
178	28	0
179	22	0
180	9	0
181	15	0
182	13	0
183	15	0
184	11	0
185	17	0
186	16	0
187	14	0
188	16	0
189	13	0
190	8	0
191	11	0
192	20	0
193	11	0
194	8	0
195	14	0
196	15	0
197	11	0
198	5	0
199	9	0
200	1335	0

