## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0016.HJJV3DMXX.s_2/SLX-17617.UDP0016.HJJV3DMXX.s_2.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0016.HJJV3DMXX.s_2.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 24 01:58:58 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	42198634	42198634	38765416	1	0.918641	34480010	0.889453	3775118421	3433182314	1844692945	1227929112	702496364	1481169884	0.813914	0.186086	0.600364	49.714968	39.917925	34	1303	0.439169	0.352624	77.280663	0.003121	0.090576	0.002319	0.003059	0.073902	0.82735	2.100943	0.992191	0.989474	0.944499	0.783022	0.579467	0.405922	0.275877	0.034503	75799721	5.121651	5.410658	5.752816	6.15809	6.656379	17.37157	4.875691	1.287669	0.980798	17			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	289742	0
1	100815	0
2	104576	0
3	119121	4
4	145200	13
5	174939	54
6	215247	4708
7	256794	22108
8	303013	21130
9	349926	1785222
10	403027	1615475
11	454763	2505435
12	507100	646438
13	554433	1994744
14	598224	1595376
15	635381	768137
16	671485	257268
17	702371	69158
18	722158	162416
19	742720	55955
20	753541	12043
21	760264	31486
22	764257	38153
23	769568	413016
24	767898	4550374
25	760578	6178414
26	759324	3558221
27	749778	6840515
28	738717	6634766
29	729075	11326686
30	715936	69798157
31	700297	1336825413
32	686637	29762227
33	669869	507646
34	652341	132657
35	636691	122256
36	621269	121290
37	601738	96943
38	585488	2161
39	569209	0
40	554961	0
41	535962	0
42	522600	0
43	504915	0
44	488120	0
45	471170	0
46	459429	0
47	442683	0
48	429759	0
49	415737	0
50	401792	0
51	387472	0
52	375240	0
53	362357	0
54	348205	0
55	336273	0
56	324829	0
57	311921	0
58	300500	0
59	289935	0
60	278260	0
61	267001	0
62	256487	0
63	246454	0
64	234670	0
65	226117	0
66	217178	0
67	209135	0
68	200996	0
69	192893	0
70	184439	0
71	177950	0
72	169959	0
73	162192	0
74	155166	0
75	147681	0
76	142624	0
77	135866	0
78	131780	0
79	126266	0
80	120434	0
81	115329	0
82	110310	0
83	106369	0
84	101920	0
85	97294	0
86	93472	0
87	89741	0
88	85977	0
89	82531	0
90	77912	0
91	74613	0
92	71433	0
93	68836	0
94	66424	0
95	62975	0
96	61433	0
97	58564	0
98	55095	0
99	53972	0
100	51177	0
101	48722	0
102	46703	0
103	44078	0
104	41854	0
105	40115	0
106	38796	0
107	37088	0
108	35588	0
109	34465	0
110	32689	0
111	31510	0
112	30292	0
113	29028	0
114	28031	0
115	26569	0
116	25388	0
117	24412	0
118	23490	0
119	22188	0
120	21068	0
121	20181	0
122	19352	0
123	18419	0
124	17570	0
125	17035	0
126	16195	0
127	15509	0
128	14862	0
129	14268	0
130	13792	0
131	13148	0
132	12785	0
133	12571	0
134	11985	0
135	11383	0
136	10917	0
137	10604	0
138	10004	0
139	9684	0
140	9469	0
141	9013	0
142	9038	0
143	8289	0
144	8292	0
145	7913	0
146	7504	0
147	7374	0
148	7102	0
149	6906	0
150	6690	0
151	6326	0
152	6000	0
153	5913	0
154	5664	0
155	5590	0
156	5239	0
157	5295	0
158	5041	0
159	4879	0
160	4587	0
161	4630	0
162	4242	0
163	4169	0
164	4035	0
165	3868	0
166	3730	0
167	3531	0
168	3542	0
169	3360	0
170	3238	0
171	3144	0
172	3010	0
173	3007	0
174	2814	0
175	2913	0
176	2782	0
177	2612	0
178	2520	0
179	2464	0
180	2386	0
181	2344	0
182	2208	0
183	2194	0
184	2065	0
185	2003	0
186	1947	0
187	2015	0
188	1799	0
189	1794	0
190	1677	0
191	1633	0
192	1575	0
193	1574	0
194	1466	0
195	1421	0
196	1441	0
197	1429	0
198	1352	0
199	1320	0
200	55372	0

