## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0004.HJJV3DMXX.s_2/SLX-17617.UDP0004.HJJV3DMXX.s_2.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0004.HJJV3DMXX.s_2.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 03:05:49 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	39762698	39762698	36391574	1	0.915219	32201533	0.884862	3541334232	3205587770	1746344136	1205508817	589481279	1403949350	0.833543	0.166457	0.591609	47.064442	37.836811	32	1280	0.441342	0.354811	77.990238	0.003187	0.094808	0.002175	0.003485	0.069419	0.82769	2.102045	0.991454	0.988297	0.93524	0.757723	0.543138	0.366384	0.240192	0.031006	70241544	5.07035	5.397209	5.770763	6.237705	6.816712	-1	5.334058	1.700965	0.978055	17			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	317121	0
1	117121	0
2	125458	0
3	142690	0
4	172031	152
5	211005	14486
6	251686	8383
7	301025	24242
8	353863	618476
9	410954	2024672
10	466556	378563
11	518786	2281376
12	568988	1241528
13	618242	2628535
14	663681	1816134
15	696457	664175
16	729021	178231
17	755708	95527
18	776235	241748
19	793162	68098
20	800587	28521
21	808999	71544
22	808911	37465
23	813821	594358
24	810162	5760191
25	804937	4982332
26	796740	3105242
27	785318	6667948
28	774834	7115604
29	757939	10392771
30	742564	40200525
31	723399	1222697928
32	705450	96078762
33	683568	522075
34	664866	144337
35	648146	128362
36	627982	119695
37	608494	101967
38	587621	430
39	566431	0
40	549182	0
41	532322	0
42	512927	0
43	493018	0
44	475215	0
45	458736	0
46	441211	0
47	423115	0
48	406823	0
49	389841	0
50	375015	0
51	358975	0
52	345257	0
53	330493	0
54	317141	0
55	301340	0
56	290359	0
57	278552	0
58	266109	0
59	253447	0
60	242590	0
61	232798	0
62	221502	0
63	213366	0
64	203751	0
65	194796	0
66	185557	0
67	178514	0
68	170727	0
69	162229	0
70	155637	0
71	149794	0
72	143443	0
73	136051	0
74	129427	0
75	123375	0
76	118050	0
77	113357	0
78	107909	0
79	103459	0
80	98614	0
81	94202	0
82	90015	0
83	87070	0
84	82899	0
85	79718	0
86	76588	0
87	73743	0
88	70531	0
89	67721	0
90	65572	0
91	62835	0
92	59779	0
93	56919	0
94	54202	0
95	52470	0
96	49906	0
97	47470	0
98	45024	0
99	43635	0
100	41932	0
101	40207	0
102	38366	0
103	36675	0
104	35299	0
105	33993	0
106	32250	0
107	31103	0
108	29980	0
109	28790	0
110	27416	0
111	26573	0
112	25141	0
113	24072	0
114	23195	0
115	21913	0
116	21075	0
117	20031	0
118	19176	0
119	18492	0
120	17861	0
121	17267	0
122	16447	0
123	16031	0
124	15297	0
125	14776	0
126	14265	0
127	13951	0
128	13627	0
129	12605	0
130	11909	0
131	11535	0
132	11456	0
133	10926	0
134	10714	0
135	10394	0
136	10250	0
137	9620	0
138	9240	0
139	8815	0
140	8609	0
141	8450	0
142	8098	0
143	7996	0
144	7705	0
145	7346	0
146	7163	0
147	6800	0
148	6626	0
149	6178	0
150	6034	0
151	5960	0
152	5712	0
153	5583	0
154	5322	0
155	5329	0
156	5180	0
157	5144	0
158	4895	0
159	4755	0
160	4833	0
161	4533	0
162	4501	0
163	4230	0
164	4107	0
165	4030	0
166	3890	0
167	3755	0
168	3564	0
169	3493	0
170	3360	0
171	3363	0
172	3089	0
173	3185	0
174	3038	0
175	2926	0
176	2797	0
177	2827	0
178	2700	0
179	2753	0
180	2627	0
181	2689	0
182	2630	0
183	2482	0
184	2384	0
185	2375	0
186	2304	0
187	2247	0
188	2186	0
189	2215	0
190	2077	0
191	2058	0
192	1977	0
193	1928	0
194	1919	0
195	1851	0
196	1766	0
197	1738	0
198	1699	0
199	1603	0
200	75222	0

