## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0013.H3N53BBXY.s_8/SLX-17617.UDP0013.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0013.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 23 20:16:25 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	5863402	5863402	5495364	1	0.937231	4882745	0.888521	764283863	710634452	390853502	249574858	123855503	248962170	0.837946	0.162054	0.6103	10.533606	6.709597	5	279	0.458892	0.292301	80.879164	0.020477	0.070196	0.00166	0.006217	0.247569	0.676144	2.236532	0.955624	0.889834	0.22389	0.027742	0.005872	0.001969	0.000859	0.000108	14587694	8.602179	18.524683	-1	-1	-1	-1	3.597325	2.573333	0.704854	5			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1646594	0
1	2441160	0
2	3314566	0
3	3795201	71
4	3818135	121
5	3567076	318
6	3181983	2220
7	2752852	101158
8	2337876	123997
9	1942410	455455
10	1588768	373666
11	1305668	578200
12	1049360	681456
13	848240	768847
14	676253	414355
15	540044	241302
16	430375	171129
17	343322	160795
18	275225	179458
19	220881	216852
20	175424	368976
21	140295	493215
22	113610	846751
23	91015	868413
24	73146	892184
25	59987	933989
26	49996	1172045
27	41860	1755599
28	35596	2765690
29	30597	5686593
30	25678	14122583
31	21640	120903610
32	18532	95442605
33	16319	1352579
34	14248	264647
35	12377	242409
36	10736	243229
37	9696	113419
38	8282	111538
39	7311	160235
40	6189	124918
41	5578	80290
42	5203	0
43	4631	0
44	4232	0
45	3738	0
46	3172	0
47	3039	0
48	2836	0
49	2557	0
50	2331	0
51	2198	0
52	1987	0
53	1727	0
54	1568	0
55	1318	0
56	1324	0
57	1201	0
58	1114	0
59	954	0
60	883	0
61	822	0
62	769	0
63	758	0
64	674	0
65	660	0
66	613	0
67	579	0
68	463	0
69	452	0
70	389	0
71	359	0
72	309	0
73	294	0
74	233	0
75	245	0
76	261	0
77	216	0
78	229	0
79	212	0
80	166	0
81	141	0
82	167	0
83	182	0
84	164	0
85	164	0
86	161	0
87	146	0
88	131	0
89	118	0
90	118	0
91	107	0
92	119	0
93	129	0
94	145	0
95	116	0
96	111	0
97	117	0
98	105	0
99	114	0
100	112	0
101	97	0
102	98	0
103	95	0
104	86	0
105	63	0
106	79	0
107	82	0
108	83	0
109	94	0
110	103	0
111	80	0
112	79	0
113	87	0
114	89	0
115	80	0
116	99	0
117	99	0
118	62	0
119	80	0
120	48	0
121	57	0
122	54	0
123	44	0
124	41	0
125	52	0
126	46	0
127	39	0
128	23	0
129	38	0
130	34	0
131	30	0
132	27	0
133	26	0
134	32	0
135	27	0
136	22	0
137	20	0
138	28	0
139	19	0
140	21	0
141	22	0
142	18	0
143	15	0
144	21	0
145	21	0
146	24	0
147	27	0
148	29	0
149	20	0
150	28	0
151	28	0
152	25	0
153	15	0
154	16	0
155	18	0
156	15	0
157	15	0
158	15	0
159	21	0
160	21	0
161	22	0
162	10	0
163	15	0
164	21	0
165	17	0
166	19	0
167	16	0
168	13	0
169	16	0
170	19	0
171	17	0
172	10	0
173	6	0
174	8	0
175	13	0
176	6	0
177	11	0
178	13	0
179	17	0
180	16	0
181	11	0
182	9	0
183	13	0
184	11	0
185	15	0
186	9	0
187	11	0
188	17	0
189	11	0
190	18	0
191	18	0
192	24	0
193	17	0
194	16	0
195	22	0
196	16	0
197	23	0
198	28	0
199	20	0
200	528	0

