## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0044.HJJV3DMXX.s_2/SLX-17617.UDP0044.HJJV3DMXX.s_2.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0044.HJJV3DMXX.s_2.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 05:45:09 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	47777684	47777684	43613964	1	0.912852	38538048	0.883617	4251849248	3837167413	2099987245	1393128789	758733214	1656876809	0.821552	0.178448	0.601179	56.595218	44.653273	38	1394	0.44152	0.348356	78.111708	0.003244	0.09753	0.002287	0.007559	0.072238	0.822033	2.232664	0.991433	0.988592	0.947477	0.814924	0.635673	0.470073	0.338654	0.056047	79517092	5.445912	5.760369	6.134722	6.580203	7.12601	24.16059	4.618597	1.715063	0.980447	17			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	317869	0
1	105441	0
2	109464	0
3	119790	27178
4	140800	12041
5	167109	24
6	194616	15991
7	229329	13964
8	264362	319814
9	300098	3020946
10	335723	2412136
11	373038	7185217
12	414371	3035397
13	452082	5511877
14	487242	4178259
15	519344	2193722
16	548146	1079657
17	573319	1632492
18	597486	810294
19	617672	395903
20	632812	267887
21	648111	208892
22	655755	40370
23	668568	214408
24	674234	2608867
25	675168	7795384
26	677548	16717571
27	675586	15168624
28	675228	16398425
29	668186	17466944
30	661264	61332160
31	653592	1405144562
32	642778	104660000
33	633244	533669
34	622205	172010
35	611039	121503
36	599694	126675
37	587043	105752
38	574043	1096
39	559737	0
40	545892	0
41	532634	0
42	519113	0
43	506351	0
44	493299	0
45	480272	0
46	468095	0
47	455686	0
48	443602	0
49	431405	0
50	419926	0
51	407887	0
52	395625	0
53	386746	0
54	373720	0
55	362886	0
56	353066	0
57	341552	0
58	330205	0
59	319488	0
60	309094	0
61	299614	0
62	289736	0
63	281319	0
64	271543	0
65	263220	0
66	254263	0
67	245360	0
68	237354	0
69	227267	0
70	218949	0
71	211556	0
72	204091	0
73	196527	0
74	190551	0
75	184032	0
76	177883	0
77	171093	0
78	165235	0
79	159525	0
80	154244	0
81	148364	0
82	143020	0
83	137048	0
84	132776	0
85	127858	0
86	123456	0
87	118836	0
88	115080	0
89	111137	0
90	108585	0
91	104008	0
92	100751	0
93	97045	0
94	93897	0
95	90348	0
96	87213	0
97	84335	0
98	80545	0
99	78379	0
100	75537	0
101	73083	0
102	69694	0
103	67066	0
104	64780	0
105	62501	0
106	60119	0
107	57808	0
108	55577	0
109	53416	0
110	51050	0
111	49219	0
112	47697	0
113	45887	0
114	44051	0
115	42075	0
116	40509	0
117	39163	0
118	37544	0
119	35973	0
120	34861	0
121	33837	0
122	32064	0
123	30867	0
124	29645	0
125	28757	0
126	27624	0
127	26546	0
128	25678	0
129	24398	0
130	23693	0
131	22431	0
132	21800	0
133	20635	0
134	20138	0
135	19295	0
136	18516	0
137	17679	0
138	16911	0
139	16469	0
140	15579	0
141	14916	0
142	14851	0
143	14136	0
144	13469	0
145	12911	0
146	12529	0
147	11803	0
148	11374	0
149	11031	0
150	10642	0
151	10246	0
152	9951	0
153	9715	0
154	9158	0
155	8872	0
156	8387	0
157	8335	0
158	7983	0
159	7863	0
160	7614	0
161	7230	0
162	7359	0
163	6776	0
164	6707	0
165	6459	0
166	6141	0
167	5888	0
168	6016	0
169	5681	0
170	5642	0
171	5445	0
172	5268	0
173	5097	0
174	4901	0
175	4753	0
176	4506	0
177	4404	0
178	4387	0
179	4383	0
180	4199	0
181	4128	0
182	3922	0
183	3883	0
184	3730	0
185	3649	0
186	3588	0
187	3432	0
188	3297	0
189	3209	0
190	3112	0
191	2939	0
192	2891	0
193	2791	0
194	2888	0
195	2643	0
196	2627	0
197	2418	0
198	2512	0
199	2391	0
200	112410	0

