## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0018.HJJV3DMXX.s_2/SLX-17617.UDP0018.HJJV3DMXX.s_2.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0018.HJJV3DMXX.s_2.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 24 04:15:22 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	53869226	53869226	48885422	1	0.907483	43201024	0.88372	4799713410	4303033650	2470280790	1537626990	791805630	1930648491	0.835031	0.164969	0.616352	66.574728	52.031493	44	1548	0.460524	0.359923	81.396991	0.003263	0.103481	0.002059	0.003291	0.081446	0.806975	2.167979	0.991344	0.98872	0.959585	0.863697	0.715043	0.562348	0.429464	0.09171	85406881	5.054139	5.307855	5.608086	5.942146	6.355704	11.43003	5.598593	1.625417	0.982411	18			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	321199	0
1	97346	0
2	91058	0
3	97605	4
4	107683	15
5	120322	5904
6	135263	31769
7	154920	18278
8	175951	585101
9	198249	2814600
10	225217	291438
11	252625	2857160
12	284147	1753216
13	311978	3233246
14	345396	2481172
15	377220	741479
16	404098	338600
17	430980	172908
18	452128	295939
19	474176	65634
20	497240	38997
21	513941	36514
22	530630	108714
23	546684	230038
24	557195	6458271
25	563732	7989324
26	570890	3567055
27	575846	7580138
28	578220	9974694
29	581510	6609877
30	581460	62689902
31	579855	1658379826
32	576957	153345393
33	575632	563907
34	574392	166013
35	565595	126061
36	563937	121456
37	557148	105657
38	549545	441
39	541277	0
40	534084	0
41	524014	0
42	516194	0
43	506852	0
44	498037	0
45	488373	0
46	478423	0
47	471360	0
48	461745	0
49	451621	0
50	444275	0
51	433881	0
52	422938	0
53	413828	0
54	402137	0
55	392632	0
56	384620	0
57	374824	0
58	363490	0
59	356162	0
60	347971	0
61	339631	0
62	331728	0
63	321394	0
64	314489	0
65	306338	0
66	300174	0
67	292642	0
68	283454	0
69	276634	0
70	270680	0
71	262864	0
72	254114	0
73	246601	0
74	240100	0
75	234557	0
76	227274	0
77	220856	0
78	215243	0
79	209433	0
80	203179	0
81	196210	0
82	190144	0
83	182904	0
84	177304	0
85	171802	0
86	166556	0
87	160634	0
88	156133	0
89	152834	0
90	147442	0
91	142897	0
92	138026	0
93	134810	0
94	130852	0
95	127087	0
96	122894	0
97	119609	0
98	115034	0
99	111199	0
100	107433	0
101	102961	0
102	99884	0
103	97474	0
104	94477	0
105	91035	0
106	87837	0
107	85326	0
108	82216	0
109	78976	0
110	76828	0
111	74392	0
112	72295	0
113	70773	0
114	68282	0
115	65702	0
116	64196	0
117	61744	0
118	59460	0
119	57228	0
120	55855	0
121	53476	0
122	51802	0
123	49989	0
124	48273	0
125	46895	0
126	45158	0
127	43408	0
128	42009	0
129	40832	0
130	39380	0
131	38563	0
132	37358	0
133	36095	0
134	35052	0
135	33708	0
136	32675	0
137	31623	0
138	30904	0
139	30009	0
140	28828	0
141	27718	0
142	27009	0
143	26296	0
144	25543	0
145	24576	0
146	24106	0
147	23104	0
148	22642	0
149	21750	0
150	20628	0
151	19841	0
152	19410	0
153	18551	0
154	17704	0
155	17162	0
156	16636	0
157	16099	0
158	15543	0
159	14858	0
160	14464	0
161	14017	0
162	13642	0
163	13246	0
164	12700	0
165	12457	0
166	11871	0
167	11734	0
168	11310	0
169	10994	0
170	10905	0
171	10279	0
172	10249	0
173	9947	0
174	9629	0
175	9121	0
176	9027	0
177	8740	0
178	8795	0
179	8499	0
180	8172	0
181	7949	0
182	7461	0
183	7307	0
184	7219	0
185	7005	0
186	6781	0
187	6755	0
188	6480	0
189	6298	0
190	6114	0
191	5854	0
192	5738	0
193	5688	0
194	5620	0
195	5393	0
196	5366	0
197	5052	0
198	4985	0
199	4777	0
200	205692	0

