## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0005.HJJV3DMXX.s_1/SLX-17617.UDP0005.HJJV3DMXX.s_1.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0005.HJJV3DMXX.s_1.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 04:26:23 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	51106588	51106588	46247934	1	0.904931	40860406	0.883508	4554672707	4070613117	2238547466	1539169746	776955495	1783301552	0.829416	0.170584	0.592566	60.329453	48.060454	41	1543	0.439778	0.350342	77.729606	0.003126	0.106278	0.002156	0.00338	0.065077	0.820668	2.089585	0.991897	0.989442	0.958434	0.849288	0.682853	0.517447	0.380018	0.0682	78950862	5.003101	5.279726	5.588424	5.965276	6.403066	13.523165	4.444969	1.809383	0.982989	18			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	300660	0
1	91090	0
2	87645	0
3	95054	0
4	107385	3
5	124017	10
6	146321	38
7	167689	5160
8	195544	19036
9	226908	122011
10	255259	4159665
11	290620	3587834
12	324994	991443
13	361573	1529003
14	395167	2782811
15	428841	1191995
16	456081	434999
17	482370	131427
18	516794	277072
19	538230	57520
20	563178	1625
21	582531	2341
22	600658	7706
23	613537	61826
24	626911	857175
25	629032	8927063
26	639017	9264586
27	636980	8522146
28	642179	8698351
29	641609	13209571
30	641519	56216704
31	635977	1551565437
32	637049	114164860
33	633519	544206
34	624835	145729
35	615156	128476
36	603002	122709
37	593000	118499
38	581626	0
39	571754	0
40	561885	0
41	552119	0
42	539531	0
43	527984	0
44	516589	0
45	503270	0
46	492742	0
47	481973	0
48	467946	0
49	455312	0
50	445038	0
51	435271	0
52	423810	0
53	409553	0
54	399949	0
55	388288	0
56	378427	0
57	367036	0
58	355774	0
59	346038	0
60	335597	0
61	327144	0
62	317502	0
63	308650	0
64	299743	0
65	289310	0
66	279303	0
67	270492	0
68	262486	0
69	254332	0
70	245582	0
71	239097	0
72	231327	0
73	224207	0
74	216335	0
75	208482	0
76	200262	0
77	194194	0
78	186114	0
79	180032	0
80	175116	0
81	169277	0
82	162924	0
83	157319	0
84	152032	0
85	147526	0
86	140822	0
87	135723	0
88	131233	0
89	126212	0
90	122822	0
91	118495	0
92	114751	0
93	110882	0
94	106920	0
95	103021	0
96	98937	0
97	95565	0
98	92473	0
99	88692	0
100	85400	0
101	83573	0
102	80843	0
103	77043	0
104	73812	0
105	70798	0
106	68735	0
107	66244	0
108	64744	0
109	62009	0
110	59904	0
111	57575	0
112	55758	0
113	53527	0
114	51490	0
115	49160	0
116	48178	0
117	45719	0
118	44657	0
119	42831	0
120	40930	0
121	39900	0
122	38550	0
123	37221	0
124	35817	0
125	34350	0
126	33055	0
127	32293	0
128	30876	0
129	29898	0
130	28895	0
131	27566	0
132	26817	0
133	25575	0
134	24843	0
135	23794	0
136	22795	0
137	22002	0
138	21119	0
139	20565	0
140	19544	0
141	19064	0
142	18470	0
143	17968	0
144	17267	0
145	16436	0
146	16075	0
147	15549	0
148	14854	0
149	14381	0
150	13828	0
151	13561	0
152	12827	0
153	12217	0
154	12011	0
155	11616	0
156	11226	0
157	11004	0
158	10632	0
159	10288	0
160	9911	0
161	9613	0
162	9284	0
163	9088	0
164	8743	0
165	8650	0
166	8409	0
167	8056	0
168	7731	0
169	7671	0
170	7515	0
171	7188	0
172	6866	0
173	6749	0
174	6643	0
175	6370	0
176	6295	0
177	6152	0
178	5752	0
179	5753	0
180	5684	0
181	5611	0
182	5443	0
183	5385	0
184	5029	0
185	4980	0
186	4904	0
187	4771	0
188	4560	0
189	4518	0
190	4416	0
191	4380	0
192	4128	0
193	4004	0
194	3969	0
195	3872	0
196	3743	0
197	3558	0
198	3546	0
199	3508	0
200	160477	0

