## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0014.HJJV3DMXX.s_2/SLX-17617.UDP0014.HJJV3DMXX.s_2.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0014.HJJV3DMXX.s_2.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 24 00:55:23 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	42966670	42966670	39237102	1	0.913199	34780448	0.886417	3833287751	3461913348	1894170405	1270340527	668776819	1511971307	0.825534	0.174466	0.598567	51.048399	40.748031	34	1306	0.443027	0.353635	78.149276	0.003168	0.096881	0.002209	0.004136	0.070855	0.824171	2.144633	0.991836	0.989089	0.941997	0.780531	0.582369	0.412415	0.284696	0.040509	72938452	5.180135	5.503849	5.868027	6.333366	6.903911	-1	6.314748	1.344784	0.980159	17			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	302917	0
1	101950	0
2	105493	0
3	121565	2
4	152502	12
5	185045	52
6	226041	2692
7	270699	45144
8	318727	1710354
9	367292	1778592
10	419442	246993
11	469737	2329751
12	518286	2483555
13	561024	3841146
14	599911	1979738
15	635939	678647
16	665519	254337
17	690070	168056
18	705650	207677
19	725671	54959
20	731983	5921
21	741762	29912
22	746400	100760
23	746826	3010856
24	749727	4473710
25	742948	5691881
26	736850	3751777
27	729908	7923635
28	719294	9728537
29	707196	12679067
30	695923	63538578
31	683628	1338211081
32	667925	55372490
33	653232	519193
34	642414	183499
35	625312	140389
36	609292	152450
37	591953	126206
38	578031	6912
39	558481	0
40	542265	0
41	525836	0
42	510392	0
43	497107	0
44	480674	0
45	463511	0
46	450529	0
47	436471	0
48	423739	0
49	408543	0
50	395730	0
51	381047	0
52	367589	0
53	355140	0
54	343209	0
55	330586	0
56	319630	0
57	309572	0
58	297660	0
59	286026	0
60	276593	0
61	268146	0
62	257810	0
63	247477	0
64	237806	0
65	228336	0
66	219553	0
67	211634	0
68	202427	0
69	194139	0
70	186473	0
71	179472	0
72	172791	0
73	166592	0
74	159093	0
75	153437	0
76	147351	0
77	140728	0
78	135728	0
79	131127	0
80	125273	0
81	120709	0
82	116038	0
83	111263	0
84	106867	0
85	102208	0
86	98085	0
87	94394	0
88	90943	0
89	87360	0
90	83594	0
91	80173	0
92	78190	0
93	75333	0
94	71684	0
95	68774	0
96	66297	0
97	62706	0
98	60373	0
99	57494	0
100	55484	0
101	53273	0
102	51576	0
103	49200	0
104	46939	0
105	45417	0
106	43203	0
107	41512	0
108	40161	0
109	38293	0
110	36454	0
111	35478	0
112	33218	0
113	32211	0
114	30696	0
115	29794	0
116	28733	0
117	27856	0
118	26729	0
119	25506	0
120	24390	0
121	23942	0
122	22599	0
123	21648	0
124	20585	0
125	19785	0
126	18984	0
127	18512	0
128	17518	0
129	17134	0
130	16607	0
131	15704	0
132	15104	0
133	14500	0
134	14120	0
135	13433	0
136	12917	0
137	12599	0
138	12184	0
139	11478	0
140	11314	0
141	10577	0
142	10040	0
143	9914	0
144	9542	0
145	9250	0
146	9072	0
147	8678	0
148	8337	0
149	8086	0
150	7837	0
151	7462	0
152	7225	0
153	7004	0
154	6885	0
155	6645	0
156	6545	0
157	6228	0
158	6133	0
159	5764	0
160	5662	0
161	5377	0
162	5112	0
163	5226	0
164	4910	0
165	5033	0
166	4824	0
167	4682	0
168	4559	0
169	4533	0
170	4414	0
171	4219	0
172	4232	0
173	3988	0
174	3803	0
175	3885	0
176	3831	0
177	3635	0
178	3484	0
179	3239	0
180	3149	0
181	3141	0
182	2922	0
183	2961	0
184	2856	0
185	2686	0
186	2679	0
187	2547	0
188	2535	0
189	2483	0
190	2438	0
191	2313	0
192	2322	0
193	2236	0
194	2060	0
195	2020	0
196	1937	0
197	1902	0
198	1927	0
199	1848	0
200	87467	0

