## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0006.H3N53BBXY.s_8/SLX-17617.UDP0006.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0006.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 24 23:37:49 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	8054940	8054940	7537266	1	0.935732	6674341	0.885512	1044808458	969469150	530741033	338199845	175867580	337887731	0.831675	0.168325	0.610791	14.303613	9.106165	8	469	0.454494	0.289347	80.338426	0.010934	0.072108	0.001623	0.006359	0.245792	0.676086	2.276541	0.972309	0.935452	0.37575	0.07203	0.016266	0.005264	0.00212	0.000201	19199113	8.100331	11.558284	-1	-1	-1	-1	3.602448	2.374499	0.804045	7			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1027486	0
1	1367606	0
2	1993967	0
3	2524102	99
4	2832556	167
5	2959080	839
6	2909547	10860
7	2756083	134637
8	2523066	140931
9	2269541	688703
10	2018017	710973
11	1773818	640597
12	1535905	1057825
13	1317674	941731
14	1125582	666444
15	949951	258512
16	813208	239660
17	681503	225092
18	573143	254341
19	480850	288761
20	400679	609333
21	338720	758207
22	283891	1022620
23	236168	1041182
24	196499	1110624
25	164579	1402544
26	141504	1741025
27	119511	2665441
28	101855	3395838
29	85739	6734133
30	73072	21461395
31	61622	174912082
32	52244	118185184
33	45212	1350506
34	40252	260538
35	35248	250984
36	30211	248172
37	26262	107025
38	23288	124985
39	20824	170005
40	18671	136498
41	16584	75435
42	14780	0
43	13271	0
44	11592	0
45	10258	0
46	9142	0
47	8399	0
48	7331	0
49	6625	0
50	5808	0
51	5108	0
52	4687	0
53	4319	0
54	4049	0
55	3741	0
56	3576	0
57	3264	0
58	2888	0
59	2625	0
60	2431	0
61	2062	0
62	1871	0
63	1684	0
64	1558	0
65	1530	0
66	1318	0
67	1252	0
68	1099	0
69	1143	0
70	1011	0
71	1035	0
72	904	0
73	919	0
74	944	0
75	954	0
76	848	0
77	714	0
78	608	0
79	591	0
80	591	0
81	583	0
82	546	0
83	502	0
84	432	0
85	436	0
86	410	0
87	353	0
88	331	0
89	269	0
90	271	0
91	264	0
92	227	0
93	258	0
94	214	0
95	206	0
96	207	0
97	198	0
98	192	0
99	190	0
100	204	0
101	175	0
102	180	0
103	176	0
104	162	0
105	139	0
106	162	0
107	136	0
108	140	0
109	104	0
110	133	0
111	114	0
112	122	0
113	87	0
114	102	0
115	112	0
116	94	0
117	96	0
118	100	0
119	98	0
120	100	0
121	102	0
122	83	0
123	94	0
124	90	0
125	75	0
126	71	0
127	82	0
128	78	0
129	84	0
130	73	0
131	64	0
132	61	0
133	56	0
134	66	0
135	50	0
136	56	0
137	58	0
138	53	0
139	61	0
140	72	0
141	76	0
142	86	0
143	85	0
144	68	0
145	70	0
146	80	0
147	61	0
148	54	0
149	46	0
150	41	0
151	48	0
152	60	0
153	53	0
154	29	0
155	32	0
156	26	0
157	25	0
158	25	0
159	26	0
160	28	0
161	26	0
162	19	0
163	23	0
164	22	0
165	16	0
166	14	0
167	24	0
168	19	0
169	23	0
170	29	0
171	21	0
172	29	0
173	13	0
174	10	0
175	16	0
176	24	0
177	16	0
178	21	0
179	19	0
180	16	0
181	19	0
182	22	0
183	9	0
184	16	0
185	17	0
186	18	0
187	12	0
188	14	0
189	21	0
190	18	0
191	21	0
192	15	0
193	13	0
194	14	0
195	11	0
196	6	0
197	10	0
198	7	0
199	13	0
200	1584	0

