## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0008.H3N53BBXY.s_8/SLX-17617.UDP0008.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0008.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 24 23:49:19 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	8853960	8853960	8266718	1	0.933675	7311737	0.884479	1148705412	1063205273	584116740	364213073	200375599	360253982	0.825564	0.174436	0.615943	15.742102	9.708941	8	455	0.454515	0.280322	80.420787	0.009402	0.074432	0.001621	0.0059	0.264717	0.654937	2.427235	0.974728	0.942062	0.412376	0.087495	0.019616	0.006395	0.002633	0.000196	20147059	8.957095	13.19217	-1	-1	-1	-1	1.663607	3.409774	0.821072	7			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	937716	0
1	1212078	0
2	1778626	0
3	2282005	109
4	2604872	133
5	2786038	321
6	2781460	1110
7	2658039	110485
8	2489798	178980
9	2273372	543671
10	2038884	852586
11	1822176	727015
12	1610657	1236043
13	1412016	1105219
14	1227124	455370
15	1053105	301345
16	904140	208707
17	770896	203271
18	653264	205959
19	562580	242304
20	478704	540996
21	406787	894876
22	341968	1151401
23	287197	1202954
24	244470	1212791
25	207374	1475362
26	174417	1937724
27	147473	2351384
28	124250	3526569
29	106037	8332978
30	88532	21703903
31	74820	197253930
32	64364	115900960
33	55848	1384367
34	47088	236296
35	41028	240951
36	35451	239316
37	31473	112877
38	27546	98195
39	24407	149724
40	22211	121830
41	19405	71602
42	17312	0
43	15627	0
44	14223	0
45	12472	0
46	11047	0
47	10265	0
48	9050	0
49	7982	0
50	7210	0
51	6593	0
52	6269	0
53	5615	0
54	5230	0
55	4747	0
56	4376	0
57	4149	0
58	3710	0
59	3321	0
60	2955	0
61	2799	0
62	2563	0
63	2360	0
64	2134	0
65	1931	0
66	1792	0
67	1584	0
68	1540	0
69	1434	0
70	1362	0
71	1356	0
72	1209	0
73	1159	0
74	1018	0
75	942	0
76	938	0
77	775	0
78	783	0
79	718	0
80	670	0
81	688	0
82	633	0
83	558	0
84	491	0
85	416	0
86	409	0
87	388	0
88	361	0
89	367	0
90	337	0
91	319	0
92	337	0
93	286	0
94	279	0
95	306	0
96	244	0
97	256	0
98	257	0
99	268	0
100	227	0
101	162	0
102	187	0
103	164	0
104	153	0
105	154	0
106	160	0
107	163	0
108	182	0
109	141	0
110	157	0
111	142	0
112	127	0
113	92	0
114	103	0
115	113	0
116	106	0
117	89	0
118	103	0
119	91	0
120	86	0
121	80	0
122	96	0
123	75	0
124	95	0
125	91	0
126	99	0
127	88	0
128	76	0
129	41	0
130	56	0
131	62	0
132	65	0
133	48	0
134	58	0
135	44	0
136	57	0
137	55	0
138	51	0
139	58	0
140	51	0
141	49	0
142	44	0
143	47	0
144	55	0
145	51	0
146	45	0
147	41	0
148	36	0
149	25	0
150	28	0
151	31	0
152	30	0
153	22	0
154	24	0
155	26	0
156	41	0
157	34	0
158	37	0
159	36	0
160	31	0
161	33	0
162	30	0
163	44	0
164	37	0
165	51	0
166	39	0
167	42	0
168	31	0
169	37	0
170	23	0
171	37	0
172	19	0
173	20	0
174	27	0
175	20	0
176	29	0
177	23	0
178	19	0
179	19	0
180	31	0
181	12	0
182	14	0
183	14	0
184	9	0
185	13	0
186	8	0
187	10	0
188	8	0
189	11	0
190	9	0
191	13	0
192	10	0
193	13	0
194	10	0
195	10	0
196	16	0
197	13	0
198	13	0
199	7	0
200	1462	0

