## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0044.HJJV3DMXX.s_1/SLX-17617.UDP0044.HJJV3DMXX.s_1.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0044.HJJV3DMXX.s_1.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 05:39:30 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	48265908	48265908	43948226	1	0.910544	38810858	0.883104	4293867399	3863928753	2126766735	1399797886	767302778	1670030246	0.821303	0.178697	0.60307	57.316933	45.007762	38	1440	0.442675	0.347608	78.333686	0.003211	0.100129	0.00224	0.007171	0.073892	0.817828	2.250388	0.991548	0.988635	0.947908	0.816636	0.638878	0.474281	0.342936	0.057926	78178502	5.488252	5.817161	6.210339	6.679128	7.268895	-1	4.780063	1.690002	0.980528	17			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	313605	0
1	108109	0
2	108396	0
3	119442	15223
4	140182	3
5	164826	18974
6	193908	3091
7	226779	37001
8	258869	790170
9	298788	3427313
10	336500	1710986
11	374527	1607074
12	410710	5769749
13	446023	5215346
14	481103	3567581
15	512480	3885817
16	541012	1251960
17	566968	1669206
18	589956	877939
19	611604	600014
20	629985	165560
21	640316	193960
22	652176	132288
23	658955	350507
24	666758	2373613
25	668478	4365025
26	672078	15310160
27	673199	16788099
28	670646	16620825
29	663205	18489650
30	657672	67109229
31	645789	1432777052
32	637397	86492170
33	628546	338740
34	621006	129286
35	607286	122477
36	596407	116485
37	584297	97403
38	571236	0
39	557793	0
40	544987	0
41	532060	0
42	519379	0
43	506273	0
44	493576	0
45	481358	0
46	468449	0
47	455204	0
48	442612	0
49	429686	0
50	417124	0
51	407412	0
52	396184	0
53	384764	0
54	374591	0
55	362953	0
56	350617	0
57	341778	0
58	331372	0
59	322576	0
60	312909	0
61	301888	0
62	291348	0
63	282152	0
64	272487	0
65	263354	0
66	254908	0
67	245977	0
68	238776	0
69	230354	0
70	222454	0
71	215171	0
72	209197	0
73	201986	0
74	195301	0
75	188153	0
76	182946	0
77	174554	0
78	168093	0
79	161974	0
80	156655	0
81	150485	0
82	146558	0
83	140437	0
84	135480	0
85	131123	0
86	126552	0
87	121766	0
88	117654	0
89	113659	0
90	109719	0
91	105744	0
92	102129	0
93	98673	0
94	94351	0
95	90697	0
96	87123	0
97	83834	0
98	81211	0
99	78201	0
100	75498	0
101	73062	0
102	69616	0
103	67697	0
104	65544	0
105	63332	0
106	61106	0
107	58975	0
108	57149	0
109	54863	0
110	52282	0
111	50892	0
112	48828	0
113	46907	0
114	45248	0
115	44023	0
116	41868	0
117	40714	0
118	39070	0
119	37617	0
120	36141	0
121	34462	0
122	33331	0
123	32153	0
124	30857	0
125	29596	0
126	28727	0
127	27277	0
128	26506	0
129	25562	0
130	24444	0
131	23600	0
132	22921	0
133	22026	0
134	21408	0
135	20457	0
136	19810	0
137	18848	0
138	18119	0
139	17357	0
140	16619	0
141	15771	0
142	15503	0
143	14708	0
144	14233	0
145	13593	0
146	13331	0
147	13074	0
148	12398	0
149	11949	0
150	11596	0
151	10979	0
152	10763	0
153	10261	0
154	9988	0
155	9465	0
156	9355	0
157	8968	0
158	8735	0
159	8326	0
160	8163	0
161	7779	0
162	7458	0
163	7253	0
164	6996	0
165	6787	0
166	6594	0
167	6356	0
168	6301	0
169	6101	0
170	5754	0
171	5600	0
172	5492	0
173	5238	0
174	4988	0
175	4933	0
176	4651	0
177	4568	0
178	4611	0
179	4374	0
180	4281	0
181	4125	0
182	4073	0
183	3844	0
184	3787	0
185	3559	0
186	3527	0
187	3476	0
188	3460	0
189	3277	0
190	3116	0
191	3104	0
192	3001	0
193	2948	0
194	2859	0
195	2865	0
196	2744	0
197	2670	0
198	2524	0
199	2604	0
200	116034	0

