## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0010.H3N53BBXY.s_8/SLX-17617.UDP0010.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0010.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Apr 23 19:13:23 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	7384164	7384164	6889814	1	0.933053	6119220	0.888155	962072849	890021412	492507834	310174415	159390600	311843754	0.834326	0.165674	0.613578	13.273218	8.404273	7	409	0.459452	0.290914	80.962241	0.014253	0.074892	0.001566	0.006162	0.249007	0.670131	2.801424	0.966132	0.92073	0.333886	0.058936	0.012318	0.003614	0.001427	0.000173	17070404	11.071375	42.175722	-1	-1	-1	-1	3.929398	2.816156	0.774826	6			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1256672	0
1	1684685	0
2	2356278	0
3	2827115	80
4	3106119	134
5	3114427	535
6	2971210	12840
7	2737461	151669
8	2472642	162156
9	2189788	607963
10	1904004	596534
11	1641328	513534
12	1395153	591670
13	1184759	1129275
14	1006757	552011
15	853930	364834
16	709739	216101
17	592611	204651
18	497113	215687
19	416746	258227
20	345865	511022
21	286920	683074
22	238991	820564
23	197407	1126460
24	163445	1158162
25	136935	1207416
26	113547	1488929
27	96803	1933312
28	81602	2966390
29	68261	6814613
30	59118	19376137
31	50586	164178007
32	42878	106288122
33	37002	1735143
34	31088	338538
35	26769	243225
36	23056	253253
37	20004	130027
38	17185	129583
39	15278	176151
40	13535	135869
41	11707	75562
42	10099	0
43	9044	0
44	8033	0
45	6965	0
46	6299	0
47	5675	0
48	5172	0
49	4614	0
50	4356	0
51	3705	0
52	3325	0
53	3151	0
54	2885	0
55	2589	0
56	2184	0
57	2003	0
58	1840	0
59	1607	0
60	1419	0
61	1204	0
62	1137	0
63	1028	0
64	948	0
65	872	0
66	792	0
67	781	0
68	780	0
69	677	0
70	698	0
71	620	0
72	521	0
73	452	0
74	464	0
75	430	0
76	370	0
77	346	0
78	366	0
79	355	0
80	310	0
81	308	0
82	319	0
83	304	0
84	258	0
85	292	0
86	244	0
87	251	0
88	246	0
89	225	0
90	270	0
91	220	0
92	218	0
93	207	0
94	191	0
95	180	0
96	165	0
97	141	0
98	151	0
99	150	0
100	115	0
101	136	0
102	126	0
103	129	0
104	120	0
105	128	0
106	119	0
107	120	0
108	105	0
109	111	0
110	83	0
111	82	0
112	83	0
113	97	0
114	90	0
115	103	0
116	107	0
117	102	0
118	97	0
119	89	0
120	72	0
121	63	0
122	67	0
123	79	0
124	59	0
125	58	0
126	63	0
127	68	0
128	60	0
129	50	0
130	45	0
131	61	0
132	57	0
133	49	0
134	44	0
135	43	0
136	42	0
137	43	0
138	44	0
139	52	0
140	47	0
141	44	0
142	49	0
143	53	0
144	32	0
145	49	0
146	53	0
147	52	0
148	50	0
149	55	0
150	51	0
151	58	0
152	60	0
153	55	0
154	50	0
155	50	0
156	51	0
157	31	0
158	52	0
159	39	0
160	56	0
161	41	0
162	32	0
163	33	0
164	40	0
165	27	0
166	26	0
167	31	0
168	34	0
169	27	0
170	30	0
171	27	0
172	23	0
173	20	0
174	20	0
175	24	0
176	29	0
177	37	0
178	25	0
179	20	0
180	34	0
181	22	0
182	28	0
183	21	0
184	21	0
185	16	0
186	21	0
187	25	0
188	21	0
189	22	0
190	19	0
191	9	0
192	14	0
193	12	0
194	13	0
195	13	0
196	21	0
197	12	0
198	19	0
199	23	0
200	1178	0

