## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics BAIT_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] TARGET_INTERVALS=[/scratchb/cclab/giovan01/common_files/Nextera37_b37_mmu10.target.intervals] INPUT=/tmp/BAM_aligned_SLX-17617.UDP0044.H3N53BBXY.s_8/SLX-17617.UDP0044.H3N53BBXY.s_8.sorted.bam OUTPUT=/scratcha/cclab/giovan01/PDX/Exome/REPORTS_NOVOALIGN/BAM_stats/SLX-17617.UDP0044.H3N53BBXY.s_8.bamMetrics.txt REFERENCE_SEQUENCE=/scratchb/cclab/giovan01/Genomes/human_g1k_v37_decoy_UCSC.mmu10.fa    METRIC_ACCUMULATION_LEVEL=[ALL_READS] NEAR_DISTANCE=250 MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 CLIP_OVERLAPPING_READS=true COVERAGE_CAP=200 SAMPLE_SIZE=10000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 25 00:49:42 BST 2019

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Nextera37_b37_mmu10	5868326279	37105383	37105383	1	7102980	7102980	6687112	1	0.941452	5926991	0.88633	921702826	861149183	468837694	293443155	159421977	296610483	0.827035	0.172965	0.615046	12.635301	7.993732	7	381	0.455134	0.287941	80.44683	0.015145	0.065698	0.001588	0.005935	0.25827	0.67005	2.664577	0.963878	0.913886	0.309774	0.049495	0.009802	0.003053	0.001183	0.000144	18610141	10.181995	18.484223	-1	-1	-1	-1	2.600666	2.915773	0.760323	6			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	1340327	0
1	1854957	0
2	2534654	0
3	3023748	131
4	3241596	118
5	3234197	714
6	3026942	10737
7	2760438	123470
8	2460574	125683
9	2133670	555305
10	1844538	602707
11	1579284	402449
12	1336963	579185
13	1140219	1077826
14	950916	532485
15	790311	282482
16	650034	201368
17	546261	167618
18	450218	203031
19	369001	262332
20	302547	460694
21	249148	677844
22	205628	718433
23	169084	941216
24	139476	1113714
25	115039	1097850
26	95975	1533402
27	79454	2070414
28	63353	2703661
29	53118	5419657
30	44444	19106918
31	38523	147216775
32	32960	110188743
33	28092	1903209
34	24469	306313
35	20846	254475
36	18928	259077
37	16151	111855
38	13886	109882
39	12115	166677
40	11032	115202
41	9712	76001
42	8704	0
43	7834	0
44	6809	0
45	6154	0
46	5608	0
47	5030	0
48	4484	0
49	4033	0
50	3546	0
51	3228	0
52	2571	0
53	2403	0
54	2322	0
55	2003	0
56	1892	0
57	1613	0
58	1387	0
59	1173	0
60	1155	0
61	1093	0
62	1007	0
63	923	0
64	891	0
65	692	0
66	621	0
67	557	0
68	551	0
69	478	0
70	473	0
71	476	0
72	456	0
73	463	0
74	417	0
75	410	0
76	358	0
77	327	0
78	322	0
79	347	0
80	325	0
81	332	0
82	305	0
83	271	0
84	247	0
85	213	0
86	213	0
87	177	0
88	186	0
89	198	0
90	189	0
91	161	0
92	144	0
93	197	0
94	203	0
95	207	0
96	233	0
97	221	0
98	203	0
99	179	0
100	176	0
101	154	0
102	157	0
103	123	0
104	127	0
105	118	0
106	108	0
107	99	0
108	92	0
109	79	0
110	58	0
111	76	0
112	88	0
113	59	0
114	72	0
115	87	0
116	56	0
117	64	0
118	72	0
119	68	0
120	70	0
121	63	0
122	62	0
123	73	0
124	58	0
125	71	0
126	62	0
127	70	0
128	86	0
129	58	0
130	82	0
131	68	0
132	44	0
133	54	0
134	51	0
135	47	0
136	46	0
137	29	0
138	38	0
139	30	0
140	19	0
141	30	0
142	31	0
143	35	0
144	33	0
145	38	0
146	29	0
147	31	0
148	26	0
149	24	0
150	17	0
151	21	0
152	29	0
153	22	0
154	26	0
155	28	0
156	25	0
157	19	0
158	29	0
159	21	0
160	24	0
161	29	0
162	28	0
163	20	0
164	19	0
165	26	0
166	24	0
167	37	0
168	22	0
169	17	0
170	23	0
171	24	0
172	14	0
173	24	0
174	16	0
175	15	0
176	20	0
177	19	0
178	18	0
179	16	0
180	15	0
181	17	0
182	16	0
183	23	0
184	19	0
185	25	0
186	19	0
187	14	0
188	21	0
189	12	0
190	22	0
191	19	0
192	14	0
193	13	0
194	8	0
195	12	0
196	7	0
197	10	0
198	5	0
199	7	0
200	979	0

